size	colour	x	xend	y	yend	key	showSelectedlegendsizecolour	showSelected2	PANEL
1.5	#000000	54.5	96.5	6.36158228221446	6.36158228221446	55 96	LOPART	54	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	55	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	55	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	55	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	55	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	55	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	55	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	55	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	55	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	55	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	55	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	55	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	55	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	55	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	55	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	55	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	55	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	55	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	55	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	55	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	55	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	55	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	55	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	55	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	55	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	55	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	55	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	55	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	55	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	55	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	55	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	55	1
1.5	#000000	55.5	96.5	6.34717142634151	6.34717142634151	56 96	LOPART	55	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	56	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	56	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	56	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	56	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	56	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	56	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	56	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	56	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	56	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	56	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	56	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	56	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	56	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	56	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	56	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	56	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	56	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	56	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	56	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	56	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	56	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	56	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	56	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	56	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	56	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	56	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	56	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	56	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	56	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	56	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	56	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	56	1
1.5	#000000	56.5	96.5	6.35499766803624	6.35499766803624	57 96	LOPART	56	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	57	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	57	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	57	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	57	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	57	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	57	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	57	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	57	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	57	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	57	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	57	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	57	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	57	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	57	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	57	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	57	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	57	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	57	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	57	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	57	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	57	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	57	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	57	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	57	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	57	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	57	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	57	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	57	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	57	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	57	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	57	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	57	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	57	1
1.5	#000000	57.5	96.5	6.32109943115922	6.32109943115922	58 96	LOPART	57	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	58	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	58	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	58	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	58	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	58	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	58	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	58	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	58	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	58	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	58	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	58	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	58	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	58	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	58	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	58	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	58	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	58	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	58	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	58	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	58	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	58	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	58	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	58	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	58	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	58	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	58	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	58	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	58	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	58	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	58	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	58	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	58	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	58	1
1.5	#000000	57.5	58.5	8.93586252680865	8.93586252680865	58 58	LOPART	58	1
1.5	#000000	58.5	96.5	6.25228987601055	6.25228987601055	59 96	LOPART	58	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	59	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	59	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	59	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	59	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	59	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	59	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	59	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	59	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	59	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	59	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	59	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	59	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	59	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	59	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	59	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	59	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	59	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	59	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	59	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	59	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	59	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	59	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	59	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	59	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	59	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	59	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	59	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	59	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	59	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	59	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	59	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	59	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	59	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	59	1
1.5	#000000	59.5	96.5	6.17426447258559	6.17426447258559	60 96	LOPART	59	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	60	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	60	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	60	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	60	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	60	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	60	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	60	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	60	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	60	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	60	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	60	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	60	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	60	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	60	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	60	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	60	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	60	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	60	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	60	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	60	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	60	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	60	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	60	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	60	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	60	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	60	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	60	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	60	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	60	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	60	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	60	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	60	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	60	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	60	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	60	1
1.5	#000000	60.5	96.5	6.07711574217613	6.07711574217613	61 96	LOPART	60	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	61	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	61	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	61	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	61	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	61	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	61	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	61	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	61	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	61	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	61	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	61	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	61	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	61	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	61	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	61	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	61	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	61	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	61	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	61	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	61	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	61	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	61	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	61	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	61	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	61	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	61	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	61	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	61	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	61	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	61	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	61	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	61	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	61	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	61	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	61	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	61	1
1.5	#000000	61.5	96.5	6.07326882643159	6.07326882643159	62 96	LOPART	61	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	62	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	62	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	62	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	62	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	62	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	62	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	62	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	62	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	62	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	62	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	62	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	62	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	62	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	62	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	62	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	62	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	62	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	62	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	62	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	62	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	62	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	62	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	62	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	62	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	62	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	62	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	62	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	62	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	62	1
1.5	#000000	44.5	51.5	7.1422671487426	7.1422671487426	45 51	LOPART	62	1
1.5	#000000	51.5	55.5	8.43304929681118	8.43304929681118	52 55	LOPART	62	1
1.5	#000000	55.5	56.5	6.03412175855266	6.03412175855266	56 56	LOPART	62	1
1.5	#000000	56.5	57.5	7.67702890624003	7.67702890624003	57 57	LOPART	62	1
1.5	#000000	57.5	59.5	9.03754616477136	9.03754616477136	58 59	LOPART	62	1
1.5	#000000	59.5	60.5	9.67161876732598	9.67161876732598	60 60	LOPART	62	1
1.5	#000000	60.5	61.5	6.21175779323511	6.21175779323511	61 61	LOPART	62	1
1.5	#000000	61.5	62.5	10.0312425187552	10.0312425187552	62 62	LOPART	62	1
1.5	#000000	62.5	96.5	5.95685783548089	5.95685783548089	63 96	LOPART	62	1
1.5	#000000	0.5	1.5	9.10308545337502	9.10308545337502	1 1	LOPART	63	1
1.5	#000000	1.5	2.5	10.1848491846467	10.1848491846467	2 2	LOPART	63	1
1.5	#000000	2.5	3.5	11.5878453312088	11.5878453312088	3 3	LOPART	63	1
1.5	#000000	3.5	4.5	8.86962432575371	8.86962432575371	4 4	LOPART	63	1
1.5	#000000	4.5	6.5	10.0260842639151	10.0260842639151	5 6	LOPART	63	1
1.5	#000000	6.5	7.5	10.7079547292717	10.7079547292717	7 7	LOPART	63	1
1.5	#000000	7.5	8.5	9.76030197582816	9.76030197582816	8 8	LOPART	63	1
1.5	#000000	8.5	9.5	11.9844739366529	11.9844739366529	9 9	LOPART	63	1
1.5	#000000	9.5	10.5	9.86121298788034	9.86121298788034	10 10	LOPART	63	1
1.5	#000000	10.5	11.5	10.4176507507926	10.4176507507926	11 11	LOPART	63	1
1.5	#000000	11.5	12.5	10.9817527774637	10.9817527774637	12 12	LOPART	63	1
1.5	#000000	12.5	13.5	9.6073046444962	9.6073046444962	13 13	LOPART	63	1
1.5	#000000	13.5	14.5	8.96033102305108	8.96033102305108	14 14	LOPART	63	1
1.5	#000000	14.5	15.5	11.7822289603086	11.7822289603086	15 15	LOPART	63	1
1.5	#000000	15.5	16.5	7.68893091539482	7.68893091539482	16 16	LOPART	63	1
1.5	#000000	16.5	17.5	10.8786045809213	10.8786045809213	17 17	LOPART	63	1
1.5	#000000	17.5	18.5	10.0358067180152	10.0358067180152	18 18	LOPART	63	1
1.5	#000000	18.5	25.5	10.8407449788019	10.8407449788019	19 25	LOPART	63	1
1.5	#000000	25.5	30.5	6.70216254532261	6.70216254532261	26 30	LOPART	63	1
1.5	#000000	30.5	32.5	7.52894950242987	7.52894950242987	31 32	LOPART	63	1
1.5	#000000	32.5	33.5	8.07616435381198	8.07616435381198	33 33	LOPART	63	1
1.5	#000000	33.5	34.5	6.71584227951178	6.71584227951178	34 34	LOPART	63	1
1.5	#000000	34.5	36.5	6.31383211366423	6.31383211366423	35 36	LOPART	63	1
1.5	#000000	36.5	37.5	5.27402022085397	5.27402022085397	37 37	LOPART	63	1
1.5	#000000	37.5	38.5	6.09741552023633	6.09741552023633	38 38	LOPART	63	1
1.5	#000000	38.5	41.5	6.60361309644486	6.60361309644486	39 41	LOPART	63	1
1.5	#000000	41.5	42.5	5.04089682483289	5.04089682483289	42 42	LOPART	63	1
1.5	#000000	42.5	43.5	6.15829493986439	6.15829493986439	43 43	LOPART	63	1
1.5	#000000	43.5	44.5	8.90354746734766	8.90354746734766	44 44	LOPART	63	1
